label,comment_processed
0,之前 活动 买 现在 直接 降价 活动 随便 降价 太 随意 之前 几次 看到 降价 低于 只想 说 
4,外观 方面 全新 配备 一块 英寸 极点 全面 屏屏 占 比高 达 分辨率 支持 刷新率 支持 广色域 色彩 表现 优秀 后盖 拥有 精妙 弧度 设计 用户 手掌 贴合 采用 超窄 中框 带来 象征 速度 性能 腰线 机身 厚度 机身 重量 极为 轻薄 该机 提供 深空 星云 两种 配色 配置 方面 搭载 高通 骁龙 处理器 最高 存储 采用 超级 液冷 散热 热管 多层 立体 石墨 散热片 高导 散热 铜箔 导热 凝胶 颗 温度传感器 五重 液冷 散热 系统 后置 万 像素 超清主 摄超 广角镜头 微距 镜头 后置 相机 组合 该机 内置 电池 支持 闪充 值得注意 该机 接口 内触 使用 镀金 效果 更好 稀有 金属 镀膜 具有 出色 耐腐蚀 耐磨损 性能 一万次 插拔 摇摆 测试 闪充 连接 失效率 大幅 降低 总体 特别 适合 购买 大幅度 优惠 
2,一般般 送 没有 
2,电池 耗电 太快 待机 一夜 掉 电 
1,手机 使用 一个 礼拜 出现 卡顿 黑屏 
4,昨晚 单 今天 京东 快递 真的 挺快 手机 整体 感觉 非常 奈斯 手机 外观 功能 没 问题 像素 有试 非常 只能 说 一段时间 来评 
2,从无网 网 切换 信号 显示 满格 应用 上网 需要 几分钟 重新 开关网络 
0,客服 发 信息 一直 不回 买个 手机 耳机线 没有 
2,行 玩大行 游戏 发热 
0,干 漂亮 买来 一个月 手机 指纹 返回 维修 发回 后壳 没装 
4,颜值 高 系统 感觉 更 丝 滑 拍照 不错 老人 买来 没有 简易 系统 需要 商店 下载 官方 简易 版本 麻烦 颜值 简易 系统 差 好多 优点 确实 方便 老年人 总体 满意 
1,待机时间 待机时间 软件 没开 屏幕 开着 待机 分钟 电量 关机 
2,行 玩游戏 烫 退出 软件 怪事 知道 形容 一般般 
4,手机 很快 收到 全新 机身 挺 好看 主要 不卡 反应 快 福利 值得 购买 
4,手机 收到 已经 买 第二次 上次 拍 已经 大半年 还行 玩游戏 看看 快手 好评 
4,当时 买 犹豫 价格 买来 之后 一点 后悔 物流 快 入手 非常 漂亮 做工 精细 颜值 担当 非常 方便 喜欢 朋友 下手 宝贝 收到 包装 结实 应该 东西 先给 好评 
0,屏幕 下方 白点 
4,挺好玩 游戏 不卡 
4,流畅 信号 屏幕 顺滑 没有 卡顿 外观 方面 中规中矩 没有 惊艳 够用 物流 速度 真的 快 晚上 下单 第二天 早上 
4,品牌 老 品牌 看到 身边 很多 朋友 再用 品牌 手机 手机 突然 坏 直接 听 朋友 推荐 买 这款 手机 使用 摸索 相机 像素 不错 希望 手机 好用 
4,外形 外观 轻巧 手感 屏幕 音效 顺滑 拍照 效果 一级 棒 摄像头 会动 倍 变焦 吹 运行 速度 流畅 待机时间 感觉 具体 后面 特色 手感 沾 指纹 装上 卡 直接 信号 视频 通话 不错 二十四 期 分期 划算 摄像 质量 防抖 再也 不用 担心 拍照 不好 
2,已经 几天 说实话 充电 刚 半小时 充满 几天 之后 差不多 半小时 充满 像素 一般化 很多 视频 图片 有点 模糊 
4,很棒 尤其 拍 照片 特 好看 特 清晰 多方 感觉 性价比 相当 高 喜欢 
4,手机 外观 好看 还行 
0,买 完刚 收到 货 立马 降价 醉 
0,失败 购物 体验 刚 到手 下载 一个 王者 一局 直接 卡死 一次 卡死 直接 退货 槽 
4,非常 棒 手机 喜欢 喜欢 王者 荣耀 买个 外观 漂亮 运行 流畅 新 系统 不错 好用 经济 实惠 完美 
4,外形 外观 造型 配色 非常 指纹 右侧 面 目前 没有 习惯 支持 耳机 屏幕 音效 屏幕 一圈 光效 来电 信息 会 触发 非常 具体 设置 音效 拍照 效果 拍照 主要 打游戏 试 非常 清晰 运行 速度 处理器 打打 王者 吃 鸡 开 比较 高 画质 游戏 优化 做 打游戏 顺畅 不得不 说 刷新率 真的 舒服 发热 高开 均衡 模式 够用 待机时间 重度 游戏 一天 一充 随便 充电 真的 快 半个 小时 能充 特色 一个 系统 安卓 系统 切换 自带 系统 真的 简洁 看着 舒服 
2,耳机 没有 记得 以前 买手机 一直 有配 怪 没问 清楚 失算 
3,打手 运行 太小 可惜 
0,屏幕 不怎么样 震动 真的 不行 竟然 塑料 边框 难怪 轻薄 无语 拆 不能 退 请慎 拍 真的 大意 说 产品 现在 行 没想到 高价 低配 上代 
0,运行 速度 刚刚 开机 死机 退货 
4,第一次 手机 刚 拿到 手 喜欢 手机 颜值 高 玩游戏 刷 视频 流畅 拍照 排 视频 效果 刷新率 屏幕 太 舒服 
2,物品 做工 手机 系统 耗电 系统 细节 没有 优化 使用 起来 方便 可能 新 系统 造成 耗电 造成 耗电 
0,真心 不好 待机时间 不够 长 一天 难 信号 稳定 
4,手机 不错 买 活动 凌晨 点 降价 保价 赠品 变成 无线耳机 加 一年 保修卡 赠品 问题 退 相当于 买 
1,手机 送 蓝牙 耳机 假 不会 送 骗人 手机 不错 
4,外形 外观 外观 基本 公共 模具 想要 辨识 度 基本 没有 屏幕 音效 屏幕 越来越少 显示 效果 只能 说 及格 拍照 效果 老人 使用 日常 使用 运行 速度 买 内存 希望 坚持 年 
2,稍后 做 一个 评测 先来 评价 
4,印象 拾光 配色 真的 好看 大容量 续航 很强 喜欢 玩游戏 玩 几个 小时 去掉 一点点 电 不错 
4,老 用户 家里 妹子 需要 果断 下手 新 系统 外观 不错 价格 实惠 需要 朋友 入手 中端 旗舰 玩 王者 农药 一点 毛病 没 
2,手机 行 充电 挺快 手感 太 轻 自带 小游戏 广告 太多 玩个 弹框 莫名其妙 下载 一堆 软件 
4,刚买 手机 感觉 真不错 超级 满意 买 黑色 超乎 想象 新款 感觉 之前 感觉 反应 快 屏幕 清晰度 强 强烈推荐 希望 试一试 
4,外形 外观 颜色 没有 图片 好看 颜色 失望 不太 喜欢 老人 老人 挑剔 屏幕 音效 屏幕显示 清晰 透亮 非常 满意 音效 拍照 效果 拍照 一大 亮点 拍 特别 清晰 成像 很棒 运行 速度 运行 内存 融合 内存 不用 担心 后台 不够 问题 待机时间 待机时间 重度 使用 属于 成 水准 
4,手机 不错 运行 非常 流畅 京东 购买 手机 方便 今天 买 明天 速度 快 方便 价格 实惠 希望 京东 搞 活动 回馈 用户 继续 支持 京东 
2,电量 感觉 没有 耐用 
4,外形 外观 高端 大气 上档次 低调 奢华 内涵 屏幕 音效 整体 不错 拍照 效果 拍照 手机 摄像 方便 更 出众 前置 超广角 自拍 双摄 加上 柔和 灯光 加持 拍 好看 真是 完美 喜欢 待机时间 小时 掉电 特色 白色 带细 闪 外包装 吸引 入手 印象 时光 色 实物 太漂亮 会 光 折射出 不同 色彩 颜值 刚刚 运行 速度 满意 运行 速度 飞快 超级 带感 打游戏 很棒 特别 流畅 
4,外形 外观 云氧色 靓丽 一定 变色 效果 挺 喜欢 屏幕 音效 苹果 换机 过来 机子 屏幕 感觉 更 艳丽 点 音效 比要 拍照 效果 平时 拍照 没什么 要求 扫 二维码 就行 运行 速度 日常 使用 流畅 压力 玩玩 王者 满意 待机时间 电池 玩 王者 一天 两充 正常 
4,外形 外观 外观 非常 漂亮 手握 感觉 非常 屏幕 音效 屏幕 超级 清晰 拍照 效果 拍照 效果 非常 不错 运行 速度 运行 速度 刚刚 特色 侧面 指纹 人脸 锁屏 识别 非常 灵敏 轻轻 触摸 识别 指纹 系统 操作 非常 顺畅 
4,外形 外观 真的 不错 拿到 手 之后 非常 喜欢 屏幕 音效 震撼 立体声 拍照 效果 非常 摄像头 组合 运行 速度 新 安卓机 流畅 待机时间 一条 足够 特色 调货 产品 配送 速度 非常 快 
4,外形 外观 拍照 效果 像素 清晰 运行 速度 
4,提前 收到 满意 颜值 高 喜欢 运行 速度 快 电池 一天 一充 刷 视频 没有 玩游戏 
0,手机 发烫 费电 快 充电 慢 
0,真 好笑 二 手机 卖 买回来 月 通讯录 突然 出现 来个 名字 陌生 号码 辣 真的 垃圾 
4,今天 货到 包装盒 子好 服务态度 
0,运行 速度 手机 运行 速度 非常 慢有 情况 很慢 严重 怀疑 卖 假货 服务 相当 差出 问题 解决 推 地方 超 后悔 
4,包装 完好无损 配送 速度 非常 快 手机 颜值 高 薄 手里 轻 手感 非常 激活 大概 试用 一下 触屏 灵敏 万 像素 拍出 照片 清晰度 高 扬声器 音质 非常 不错 待机时间 新手机 需 一段时间 知晓 家里人 手机 一直 京东 购买 踏实 放心 价格 合理 足不出户 方便快捷 满意 一次 购物 值得 拥有 
0,讲信用 客服 不怎么 说好 送 礼品 推三阻四 别家 
4,华彩 直屏 外观 造型 漂亮 颜色 好看 屏幕 音效 拍照 效果 超赞 待机时间 运行 速度 快 轻 大小 合适 起来 舒服 系列 搭配 蔡司 镜头 太牛 入手 一台 快递 包装 京东 快递 送货 快 快递 小哥 服务态度 五星 好评 
0,知道 形容 新手机 反应 太慢 掉电 一年 旧 手机 掉 快 充电 太慢 刚 拆封 充电器 一个 指纹 黑印 想 说 公司 没有 品控 部门 反正 特别 满意 没想 退换货 以后 绝对 不会 考虑 品牌 一颗 星是 物流 
4,正版 手机 轻薄 手 非常 舒服 美观大方 杠杠 滴 上市 一直 手机 
4,手机 超级 漂亮 婆婆 买 非常 喜欢 后续 会 继续 观察 使用 情况 手机 功能强大 老人家 不了 多功能 主要 希望 能用 久 一点 不要 一下子 卡 就行了 
0,手机 不行 第一次 感觉 廉价 货 连接 后悔 入手 
1,实体店 贵 
4,外形 外观 做工 没 觉得 廉价 感 价格 算 实惠 屏幕 音效 朋友 买 屏幕 买 某耀 一点 亮度 显示 颜色 不少 拍照 效果 不怎么 拍照 够用 就行 运行 速度 天饥 处理器 差 到哪去 待机时间 刚 买回来 后期 使用 再评 特色 挺不错 会 
0,京东 最差 一次 买 东西 明明 写 号 拖到 号 多公里 路运 两天 真 晦气 
0,刚 买回来 几天 降价 
4,手持 红米 拍 手机 薄 流畅 外观 很漂亮 音质 小米 品控 做工 方面 完全 没 问题 电池 方面 满 电玩 两局 王者 掉电 
0,屏幕 音效 不行 有时候 失灵 拍照 效果 以前 外形 外观 塑料 外壳 看中 运行 速度 行 待机时间 行 特色 网络 稳定 卡 想 一会 五一 会 没 误触 
1,买回来 两天 死机 重启 
0,电话 差劲 接电话 延迟 使用 网络 慢 同一 地点 使用 之前 手机 不会 出现 这种 情况 
4,性价比 非常 高 充电 速度 超快 日常 娱乐 完全 没 问题 
4,外形 外观 不错 行业标准 水平 屏幕 音效 屏幕 没有 感觉 高刷 带来 快乐 声音 倒 挺 拍照 效果 拍照 带 很多 滤镜 视频 自带 美颜 很赞 运行 速度 配置 速度 已经 满足 待机时间 两天 没 问题 
2,满意 手机 服务 到位 
4,手机 收到 起来 比较 流畅 充电 很快 不到 一个 小时 充满 电池容量 
0,手机卡 槽 打不开 不会 模型 
1,外形 外观 手机 太厚 
0,刚买 一两天 降价 发放 优惠券 支持 补 差价 推脱 
4,价格 超 优惠 性能 非常 棒 完美 一次 购物 
0,客服 态度 说明 情况 愿意 做出 补偿 非常 值得 购买 
2,手机 轻薄 外观 漂亮 拍照 效果 耗电 有点 快 
1,手机 应该 没 问题 优惠 力度 太小 之前 买 同型号 嫌 内存 太小 退回去 上次 买 送 无线耳机 说 值 多元 钱 买 最大 内存 花 居然 赠品 没有 差评 
0,拍照 效果 魔芋 结 外形 外观 路路通 特色 
2,使用 几天 第一天 插卡 显示 联系人 更新 系统 显示 联系人 同一 地方 网络 今天 遇到 没 网络 情况 流畅性 行 
4,外形 外观 眼前一亮 真的 好看 屏幕 音效 声音 效果 拍照 效果 挺不错 速度 运行 挺 待机时间 挺 手机 效果 一段时间 知道 好不好 手 颜色 好看 
4,颜色 好看 运行 速度 很快 拍照 效果 充电 速度 挺快 
2,自动 确认 收货 手机 暂时 没有 毛病 
0,好像 华彩 玩游戏 真的 带不动 拍照 适合 女生 带 
0,王者 荣耀 兼容 打开 跳出 桌面 玩 不了 游戏 
1,说 有时候 会 卡 一下 软件 有时候 会 响应 
2,手机 性价比 老年人 友好 
4,满意 材质 颜色 好看 拍照 清晰 续航 能力 强 满意 没 赠品 做工 外观 外观 好看 手感 不错 配置 性能 玩游戏 发热 系统 流畅 度 系统 运行 流畅 拍照 效果 摄像头 倍 拍照 特别 清晰 描述 平时 比较 喜欢 拍照 买 摄影 功能 比较 强大 超 逆光 夜景 人像 拍 清晰 感觉 夜景 模式 多种 最爱 自拍 超级 夜景 爱不释手 电池 相对来说 比较 耐用 拍照 修图 视频 轮番 没 问题 专 拍照 而入 手机 完美 
4,一段时间 真的 照相 好看 华彩 背壳 漂亮 千挑万选 最终 选择 真棒 
2,买 手机 久 决定 买 买 过程 曲折 第一次 购买 回来 觉得 电池 耐用 下午 四点 充满 电 第二天 早上 没 没 没 打游戏 没 视频 申请 更换 更换 觉得 屏幕 问题 颜色 失真 屏幕 发黄 感觉 屏幕 一层 东西 我用 三年 华为 老机 最后 申请 退货 客观 说 每部 觉得 价格 配置 基本 入手 
4,流畅 好用 备用机 绰绰有余 主力 机 不为过 没有 线性 马达 震感 其实 不错 起来 骁龙差 屏幕显示 游戏 模式 超好 系统 设置 细节 实用 东西 很多 过渡 机 以后 还会 更新 更 价位 买来 过渡 一下 不错 
0,客服 机器人 颜色 发白 色差 没 照片 好看 充电器 充电 电流 声 垃圾 货 骗 次品 
1,骗人 收到 货 型号 订单 型号 咨询 客服 还给 拖拖拉拉 解决 
2,第一次 手机 感觉 系统 操作 方便 
4,挺 感觉 电量 使用 很快 
4,此款 机型 外观 漂亮 四周 圆角 弧度 大小 手机 整体 大小 匹配 看起来 舒服 手 手感 适合 年轻人 游戏 体验 不错 
4,天机 还行 挺 流畅 第一次 买 手机 金属 边框 质感 高级 前质 摄像头 挺 牛 现在 手机 还好 系统 熟悉 熟悉 总体 不错 
4,外形 外观 凑合 屏幕 音效 还行 运行 速度 快 充电 快 
1,双肩包 一个月 没收 知道 发 不发 
4,手机 完美 新 流畅 手感 运行 速度 很快 手机 完美 特别 特别 棒 货比三家 买 店主人 回答 问题 耐心 详细 需要 还会 
2,总是 手机 机身 轻 
0,手机信号 非常 差 真不知道 买 手机 生气 
4,外观 挺 漂亮 手感 不错 屏幕 看着 舒服 拍照 效果 不错 运行 速度 挺快 待机时间 可惜 闺女 手机 换购 
4,手机 收到 不错 印象 拾光版 外观 惊艳 屏幕 清晰 运行 速度 非常 快 价钱 比较 实惠 非常 满意 一次 购物 
4,实体店 便宜 正版 手机 加送 耳机 正版 超值 资费 电话卡 
0,京东 电话号码 写错 地址 电话号码 错 快递 员 知道 丢 算 
0,没有 想象 反应速度 不怎么样 屏幕 颜色 差 不值 价降 合理 
2,待机时间 很差 满意 快递 中间 出差错 京东 快递 打电话 问 怎么回事 京东 物流 我能 知道 态度 不好 
0,不好 信号 不好 流量 满 信号 还卡 系统 不敢 更新 
0,一天 一个 价 真的 买家 里面 舒服 
4,手机 京东 物流 十分 给力 下午 下单 第二天 中午 到手 
1,买 只能 扩容 明摆着 唬人 
1,使用 第三天 发现 没法 使用 功能 旧 手机 互传 资料 
0,外形 外观 屏幕 太 长 感觉 匀称 喜欢 特色 操作 时 返回 不灵敏 特别 看电视 横屏 返回 多次 非常 喜欢 
4,手机 运行 流畅 屏幕 质感 画面 显示 出色 对得起 品牌 对得起 价格 
0,刚买 降价 三百 没法 吐槽 
0,手机 系统 偶尔 会 卡 屏幕 偶尔 会 没有 反应 不灵敏 充电 
2,手机 发烫 测温 达到 度 冬天 合适 不冻手 
0,掉电 飞快 玩游戏 平均 分钟 电 没开 高刷 想 退货 
2,运行 速度 快 价位 比较 划算 手机 双十 一买 比较 香 感觉 耗电 有点 快 
4,隔天 送到 价格 给力 家里 老人 喜欢 旅游 老 手机 拍照 不行 网上 久 发现 款 主打 拍照 不错 手机 轻薄 拍照 效果 不错 
0,特色 手机 散热 太 差 电池 耗电量 太快 
4,买 几天 起来 刚刚 一点 不卡 用户 千元 机 选择 标准 往往 没有 如此这般 苛刻 常常 一项 标准 满意 善莫大焉 
