评论,评分,label,comment_processed
颜色非常漂亮，手感很好，机身也很薄，。拍照效果很好，图片清晰。运行速度特别快，玩游戏顺畅不卡，轻松上王者。关键是充电速度快啊，不误事。,5,4,颜色 非常 漂亮 手感 机身 薄 拍照 效果 图片 清晰 运行 速度 特别 快 玩游戏 顺畅 不卡 轻松 王者 关键 充电 速度 快 误事 
外形外观：外观超级好看，粉了。屏幕音效：超清晰 音效不错，但不支持HiFi。拍照效果：拍照可以。运行速度：很快待机时间：待机一天多吧，日常使用。其他特色：原装类型耳机带不上，另发入耳式耳机一枚，谢谢。,5,4,外形 外观 外观 超级 好看 粉 屏幕 音效 超 清晰 音效 不错 支持 拍照 效果 拍照 运行 速度 很快 待机时间 待机 一天 日常 使用 特色 原装 类型 耳机 带不上 另发 入耳式 耳机 一枚 谢谢 
手机包装严实，京东快递很好。一直以来都是用vivo手机，这款X60也不错，屏幕颜色鲜艳，用了几天，手机运行流畅，拍照漂亮，总体很满意。,5,4,手机 包装 严实 京东 快递 一直 手机 这款 不错 屏幕 颜色 鲜艳 几天 手机 运行 流畅 拍照 漂亮 总体 满意 
京东快递就是快，手机很漂亮，拍照很清晰，也很薄，拿在手上很轻，一直相信京东的品质，等用过一段时间后在看看,5,4,京东 快递 快 手机 很漂亮 拍照 清晰 薄 拿在手上 轻 一直 相信 京东 品质 一段时间 看看 
外形外观：给老婆买的，很喜欢。屏幕音效：没得说，好评音质清晰。拍照效果：一直以来vivo手机就是靠拍照技术吃饭的，至少我是这么认为的，这一点也一直没有让我失望。效果杠杠的。运行速度：8G+256，这个运行速度没得说，比我的X27好多了。待机时间：这个不是很清楚，不过现在市面的手机好像都是一天一充吧，这个应该也差不多。,5,4,外形 外观 老婆 买 喜欢 屏幕 音效 没得说 好评 音质 清晰 拍照 效果 一直 手机 拍照 技术 吃饭 至少 认为 一点 一直 没有 失望 效果 杠杠 运行 速度 运行 速度 没得说 好多 待机时间 清楚 现在 市面 手机 好像 一天 一充 应该 差不多 
送货真快，第二天收到。用了一段时间才来评价，一直用vivo手机，之前的用了三年，空间小了，选了x30，对于我完全够用了。外形外观：虽然有点厚，但整体还是很好看的。拍照效果：对于我来说照相效果已经很好了。完全够用。待机时间：我不怎么玩游戏，待机时间比之前手机长多了。运行速度：运行速度真的快好多其他特色：vivo的系统用着很顺手，好多功能使用方便，比较人性化。整体感觉还是比较满足我的要求。,5,4,送货 真 快 第二天 收到 一段时间 评价 一直 手机 之前 三年 空间 选 完全 够用 外形 外观 有点 厚 整体 好看 拍照 效果 照相 效果 已经 完全 够用 待机时间 不怎么 玩游戏 待机时间 之前 手机 长多 运行 速度 运行 速度 真的 快 好多 特色 系统 顺手 多功能 使用方便 比较 人性化 整体 感觉 比较 满足 要求 
手机非常喜欢，很漂亮的手机，做工也不错，非常轻薄，给老婆买的，她非常喜欢，照相也很好，电池耐用，价格还行，后续追评！,5,4,手机 非常 喜欢 很漂亮 手机 做工 不错 非常 轻薄 老婆 买 非常 喜欢 照相 电池 耐用 价格 行 后续 追评 
手机收到！包装盒特别好！没有一点破损！物有所值！没想到x60居然这么棒！超级喜欢！外形外观：时尚屏幕音效：完美拍照效果：好 还有蔡司运行速度：快待机时间：比我原来x50时间长,5,4,手机 收到 包装盒 特别 没有 一点 破损 物有所值 没想到 居然 棒 超级 喜欢 外形 外观 时尚 屏幕 音效 完美 拍照 效果 蔡司 运行 速度 快 待机时间 原来 时间 长 
收到货后惊艳了，连盒子都是那么精致，操作很流畅，充电也很快，颜值超级高，还自带手机壳，超级方便，爱不释手啊外形外观：颜值超级高，颜色也很好，很有高级感拍照效果：微云台绝不是盖的，超级好用，夜景模式无敌了运行速度：运行速度超快，玩游戏也不卡，赞,5,4,收到 货后 惊艳 盒子 精致 操作 流畅 充电 很快 颜值 超级 高 自带 手机 壳 超级 方便 爱不释手 外形 外观 颜值 超级 高 颜色 高级 感 拍照 效果 微云 台 绝不 盖 超级 好用 夜景 模式 无敌 运行 速度 运行 速度 超快 玩游戏 不卡赞 
vivo x60，一如既往的好国货！！外形外观：6.56英寸，高屏占比，微光后背，特别的简约美。屏幕音效：全高清高品质AMOLED2.5D屏，显示色彩细腻丰富，120HZ高刷新率，音效依旧很棒。拍照效果：蔡司专业镜头，4800万+3200万像素，拍照效果出众。运行速度：三星最先进5**制程八核处理器，8G运存，速度畅快无敌。待机时间：大容量电池，待机时间长。,5,4,一如既往 国货 外形 外观 英寸 高屏 占 微光 后背 特别 简约 美 屏幕 音效 全高清 高品质 屏 显示 色彩 细腻 丰富 高 刷新率 音效 依旧 很棒 拍照 效果 蔡司 专业 镜头 万万 像素 拍照 效果 出众 运行 速度 三星 先进 制程 八核 处理器 运存 速度 畅快 无敌 待机时间 大容量 电池 待机时间 长 
第一眼就被这颜色吸引了，华彩这个颜色实在是太好看了，手机不是很重，摸起来很舒服，用着也很流畅，声音也很大，系统使用起来很流畅的呢，而且长时间使用也一点都没有发热的现象，整体感觉很不错，客服服务很周到，很热心，到货速度也是杠杠的，vivo家的手机一直都在用，很赞,5,4,第一眼 颜色 吸引 华彩 颜色 实在 太 好看 手机 很重 摸 起来 舒服 流畅 声音 很大 系统 使用 起来 流畅 长时间 使用 一点 没有 发热 现象 整体 感觉 不错 客服 服务 周到 热心 到货 速度 杠杠 家 手机 一直 赞 
物流很快，原力色很好看。拍照很不错，听音乐音效也好。前一个手机Xplay6用了好几年了。,5,4,物流 很快 原力色 好看 拍照 不错 听 音乐 音效 前 一个 手机 好几年 
外观很漂亮，试用了几天才来评价，运行速度超快，中度使用白天还剩40%电量，充电在一小时左右，赠送了蓝牙耳机质量很好，电量足和手机配合使用刚好，找来找去在5G手机里面，这款手机是性价比最高的，值得向大家推荐。,5,4,外观 很漂亮 试用 几天 评价 运行 速度 超快 中度 使用 白天 剩 电量 充电 小时 左右 赠送 蓝牙 耳机 质量 电量 足 手机 配合 使用 刚好 找来找去 手机 里面 款 手机 性价比 最高 值得 推荐 
真美丽，真好看，主要特别轻，手感很不错！！！拍照杠杠滴！！！,5,4,真 美丽 真 好看 主要 特别 轻 手感 不错 拍照 杠杠 滴 
拿到手真是很惊艳。华彩的背面看起来流光溢彩。机身很薄没加个保护套都很不安心。其他的没怎么试，特别试了下摄影，防抖效果很好的。拍照也很赞。用新机的感觉太好啦,5,4,拿到 手 真是 惊艳 华彩 背面 看起来 流光溢彩 机身 很薄 没加个 保护套 安心 没 试 特别 试 摄影 防抖 效果 拍照 赞用 新机 感觉 太好 
外形外观：特别漂亮，被惊艳到的感觉。拍照效果：拍照很棒，放大加优化照片处理的很好。其他特色：很薄，拿在手里的感觉很不错。运行速度：运行很快，很喜欢的手机,5,4,外形 外观 特别 漂亮 惊艳 感觉 拍照 效果 拍照 很棒 放大 加 优化 照片 处理 特色 薄 手里 感觉 不错 运行 速度 运行 很快 喜欢 手机 
非常棒的手机。下单后，8个小时就送到手中了。拿起手机，左看右看，翻来翻去，想起8年前第一次买 vivo x3时候的感动。那时候一部手机，一张专辑，一副耳机听了一个暑假的美好声音，现在总有一些怀念的。希望vivo越做越好，给更多人留下美好回忆！,5,4,非常 棒 手机 下单 后个 小时 送到 手中 手机 左看 右 翻来翻去 想起 年前 第一次 买 感动 一部 手机 一张 专辑 副耳机 听 一个 暑假 美好 声音 现在 总有 怀念 希望 越做越 更 留下 美好 回忆 
手机很轻薄，颜值不错，拍照很清晰，打游戏发热不明显，整体很好的手机,5,4,手机 轻薄 颜值 不错 拍照 清晰 打游戏 发热 明显 整体 手机 
第一次买vivo的手机，上手很不错，大小重量都合适，颜色也好看，送给老婆用，老婆很满意。,5,4,第一次 买 手机 上手 不错 大小 重量 合适 颜色 好看 送给 老婆 老婆 满意 
颜色好看，收货的时候发现一个超大的箱子，里面的箱子精致如图，手机颜色超好看，女儿很喜欢，京东定制版多了T恤，jdjoy。超值。,5,4,颜色 好看 收货 发现 一个 超大 箱子 里面 箱子 精致 如图 手机 颜色 超 好看 女儿 喜欢 京东 定制 版多 超值 
手机收到了，感觉挺不错的，性能跟拍照都值得称赞??拍出来的照片很清晰，还有点仙仙的感觉。挺不错的，很喜欢。,5,4,手机 收到 感觉 挺不错 性能 拍照 值得称赞 拍 照片 清晰 有点 仙仙 感觉 挺不错 喜欢 
"手机用着还不错,颜色也特别喜欢,用了一个多月了，才来评价，拍照也很清晰，不一直刷视频的话，可以待机一天",5,4,手机 不错 颜色 特别 喜欢 一个多月 评价 拍照 清晰 一直 刷 视频 待机 一天 
外形外观：5g手机可以做的这么轻薄，很惊喜。屏幕音效：高刷屏，显示效果清晰。拍照效果：拍照很强，和华为有的比。运行速度：非常快，不卡顿。待机时间：待机时间还可以。待长期使用后再评价。,5,4,外形 外观 手机 做 轻薄 惊喜 屏幕 音效 高 刷屏 显示 效果 清晰 拍照 效果 拍照 很强 华为 运行 速度 非常 快 不卡顿 待机时间 待机时间 长期 使用 评价 
手机非常轻巧，运行十分流畅，屏幕色彩还原到位，摄像头蔡司的，效果经验，长时间使用也不发热，续航还让人放心，好评。,5,4,手机 非常 轻巧 运行 十分 流畅 屏幕 色彩 还原 到位 摄像头 蔡司 效果 经验 长时间 使用 发热 续航 放心 好评 
x23终于换成x50，外形的话摄像头，多且花里胡哨的哈哈，拍照效果也挺好的，模式又更丰富了，运行啊待机啊啥的也说得过去，毕竟新机，肯定带的动，个人觉得安卓机用着都渐渐没有太大的差异化，是更便捷了。充电器也用了type-c接口了，充电方面闪充一直很快。送的6v钻背景也挺香。,5,4,终于 换成 外形 摄像头 多且 花里胡哨 拍照 效果 挺 模式 更 丰富 运行 待机 说得过去 毕竟 新机 肯定 带 动 个人 觉得 安卓机 渐渐 没有 太大 差异化 更 便捷 充电器 接口 充电 方面 闪充 一直 很快 送 背景 挺 香 
我是真的V粉，用了Vivo很多年了，特别喜欢vivo的照相功能，感觉别的品牌都没感觉，X60也惊艳到我果断下手了，拿到手上的确很惊喜，用我的X21和新手机拍了相同的照片，进步的真不是一星半点，还会持续支持Vivo,5,4,真的 粉用 很多年 特别 喜欢 照相 功能 感觉 品牌 没 感觉 惊艳 果断 下手 拿到 手上 惊喜 新手机 拍 相同 照片 进步 真 一星半点 还会 持续 支持 
外观很靓丽，完全可以当镜子。很闪耀。屏大小完全够用。已经用了好几个vivo手机，性能方面都不错。这次下单256G，更能满足高效率办公、娱乐。暂时还用4G网，等条件允许再换5G网络吧，这点不影响使用。充电也快，很满意。京东送货快，昨晚下单，今天中午收货，快递小哥也很负责任。,5,4,外观 靓丽 完全 镜子 闪耀 屏 大小 完全 够用 已经 好几个 手机 性能 方面 不错 下单 更能 满足 高效率 办公 娱乐 暂时 还用 网 条件 允许 再换 网络 这点 影响 使用 充电 快 满意 京东 送货 快 昨晚 下单 今天 中午 收货 快递 小哥 负责 
设计的很好，很薄，手感很好～像素是亮点，太太太清晰了，美观好用，老牌子值得信赖！再来夸夸京东快递的速度，真的是没的说，又快又好，京东，值得信赖！,5,4,设计 薄 手感 好像 素是 亮点 太太 太 清晰 美观 好用 老牌子 值得 信赖 夸夸 京东 快递 速度 真的 没 说 又快又好 京东 值得 信赖 
是vivo的老用户了，家里都用vivo，上一台x9plus用了三年半，看测评说x60不错就换了新机子，手感、颜值、拍照都很不错，系统也流畅，可玩性比较强，挺不错的。,5,4,老 用户 家里 一台 三年 半看 测评 说 不错 换 新 机子 手感 颜值 拍照 不错 系统 流畅 可玩性 比较 强 挺不错 
