content,creationTime,nickname,referenceName,content_type
送货很快，安装师傅服务很到位，态度也很好，收费很明确，很负责。以后需要家电，首选美的。,2017-10-22 09:19:18,s***x,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
还不错，买的第二个了，帮大嫂买的，只是包装箱里怎么也没发现有遥控架子，以前买的那款是有的,2017-10-08 18:19:34,j***6,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
物流很快，东西很好，特别是包装也很好，比实体店优惠很多，东西是正品,2017-10-21 17:01:51,叫***儿,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
美的大品牌值得信赖，安装师傅服务态度很好；安装细心认真???,2017-10-20 18:31:46,j***a,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
好用！！！洗澡杠杠的！！！！,2017-10-02 10:48:06,y***u,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
安装好，还没用,2017-09-12 15:42:32,J***5,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
样子不错 等以后用了再评价,2017-10-11 22:57:43,l***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
京东派送真正的送货上门，派件员敲门送货真心好。一直相信京东的货品，有质量保证。信赖京东,2017-10-13 09:03:06,j***6,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
很满意，实惠好用，就是安装太丑，售后也很到位，我反映遥控是个坏的，店家马上又给我补发了。,2017-09-23 10:44:50,j***f,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
还没有装，昨天下单今天就到了，好快，买电器我一直在京东，服务好。,2017-10-23 19:49:56,j***s,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器质量很好，电子屏幕，大气上档次，送货速度很快，快递小哥服务态度也更好，十分满意。,2017-10-07 16:24:38,j***5,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
美的果然是大品牌，质量好，而且性能也很棒，真心给个赞，下一步空调，油烟机都准备买美的。。,2017-09-21 22:42:32,1***0,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
宝贝收到了，质量非常好物美价廉值得推荐。。。。。好评必须，，，好评,2017-10-05 22:28:50,不***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
很不错&hellip;&hellip;安装人员也很负责&hellip;&hellip;给京东点赞&hellip;&hellip;希望一如继往的给顾客好的售后体验&hellip;&hellip;,2017-10-20 10:27:20,星***撒,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
昨天下单今天就到，京东快递就是快，安装也很即使，遥控控制，操作方便减单，全家都很喜欢！,2017-10-03 21:34:54,j***l,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
京东家电就是好！！！物美价廉！！！放心舒心！！！！！！！！！！！,2017-10-17 09:24:51,3***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
配送大哥态度很好，很辛苦，安装师傅也是好辛苦啊，忙活到晚上还有两家，服务很好，赞?,2017-10-17 10:08:04,j***z,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
货是收到了，得自己找人安装，打拉萨投诉电话，让我把货退回去。可以说后期售后服务跟不上。,2017-10-01 11:10:43,j***t,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
产品外貌很好看，产品质量很好，正品行货，谢谢亲，下次还会再买。?,2017-09-30 21:25:16,4***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
外观很漂亮，不知道主板能用多长时间。总体还不错，价格浮动有点大。,2017-10-16 10:00:32,q***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
用了快两个月，很方便，就是烧水略慢些，从30度到60度，要一个多小时，等着用了不行了,2017-10-18 11:59:53,r***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
还是可以的，保温效果甚是好。就是买小了，应该80升。另外，自带喷头不够大，淋上不过瘾,2017-10-15 17:28:38,W***c,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
送货速度快，服务热情，安装也很及时，热水器的使用讲解的清楚，期待使用效果，跟服务一样好,2017-09-26 18:32:01,j***z,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
很好好啊好吧就那看似失败失败阿白阿白阿白啊买阿白阿白阿白阿白阿白阿白阿白阿白阿白阿白阿白,2017-10-08 18:02:35,霍***袭,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
东西买的太多快递大哥一车都拉不下&hellip;分两次给送的&hellip;！买东西上京东方便实惠&hellip;！,2017-09-24 14:02:15,3***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
一直相信京东，大品牌，送货速度快，质量过关，热出水率高，非常满意,2017-10-08 16:34:33,3***0,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
美的热水器真心不错  送的快，装的也快，售后师傅安装很给力  美的大品牌，质量非常好,2017-10-09 10:44:58,天***豆,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
安装费用200多，四米的管子吧 关闭加热不能显示温度比较不人性化，待机能有温度就好了,2017-10-08 15:20:31,j***o,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
一直信赖京东品质，品质很好，非常不错，想不出来了，必须20字。,2017-10-23 12:46:21,三***2,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
刚安装好热水器，感觉挺高级的！师傅安装态度也很好，价格都是按照里面的价格，不会很高。,2017-10-07 17:15:30,娜***步,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
送货及时，不贵，外观挺好，按装好后，效果挺好，京东货，值得信赖,2017-10-21 09:39:05,5***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
一直在京东买电器，看着质量有保证！希望这回买的应该也不错！相信京东哈哈哈哈哈哈哈哈,2017-10-20 23:50:50,蔷***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
东西好，安装师傅也特别用心，特别负责人，中午到了，叫出去吃饭都不去，尽职尽责的装完,2017-10-18 18:11:22,j***a,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
在用   还不错   安装挺规整     价格超过200了不过,2017-10-14 13:10:40,陈***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
产品很不错 很好的服务 很值得一赞 性价比超级高 愉快的消费体验,2017-09-26 16:45:29,郞***盐,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
我下单是需要送往乡下的、京东物流系统还到不了、其它物流转委托给其他公司送货、太慢啦&hellip;&hellip;一个月的时间、到了乡镇我出费用找小货车拉，一个字农村太难搞定了,2017-10-11 22:50:13,久***技,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
发货速度超快，没几天就到了，很感谢京东让我体验了急速往后的乐趣，谢谢京东谢谢美的。,2017-10-12 15:54:33,j***b,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
安装师傅服务棒棒棒！,2017-10-24 17:42:56,l***i,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
很不错，非常好,2017-10-22 16:09:57,亮***L,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
宝贝收到了，非常满意，京东送货就是快，服务态度好，非常给力哦。,2017-10-06 08:47:25,4***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
物流挺快的，第二天就到了，服务周到，还没有安装，安装了再评价,2017-10-20 19:11:54,j***5,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
好东西不怕晒！非常不错啊?值得拥有啊?多多推荐一下！大品牌不一样?非常不错！,2017-10-01 12:09:05,j***o,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器用了一段时间了总体来说效果不错，就是额外收取的材料费太贵伤不起，其他都还可也,2017-09-29 12:54:13,jd_刘大娃,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
还没用，美的大品牌，值得信赖。价格合理，送货快。服务态度好。,2017-10-13 18:34:11,m***y,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
挺好的，就是安装的时候有点麻烦，不过最后安装的也挺好。使用情况也行。热水很充足。,2017-10-15 17:52:21,j***9,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
京东 美的都是,2017-10-11 09:31:02,j***x,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
大品牌，还行！！！！！刚通电！！！不说别的，售后维修总有保障！！！！！！！！！！,2017-10-10 09:40:39,b***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
挺好的产品信任,2017-10-09 21:51:02,j***y,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器今天收到了，快递过程中没有破损 ，现在还没有使用，等用的好的话，再来追评,2017-10-23 19:31:58,j***u,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
物美价廉啊，特别划算的，而且加热速度快。家里用着不错特别方便,2017-10-07 09:24:51,3***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
国庆节买的了，买回家里给老妈用的，送货超级快，加热快，好用,2017-10-22 18:10:23,M***N,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
送货及时，外面挺漂亮，按装好后，效果挺好，大品牌，值得信赖,2017-10-21 10:20:34,5***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
快递大哥辛苦啦,2017-10-04 17:02:38,李***丶,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
物流速度超出我的想想，三线城市，先天下单，第二天就到货了，目前正常使用中，点赞,2017-10-20 09:26:51,y***n,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
已经用了一段时间啦！很不错，便宜好用，现在很多家电都来京东买了，希望质量有保障,2017-10-20 16:54:04,q***k,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
"上来评论，感觉还不错的，外观也漂亮，挺不错的。物美价廉，喜欢，谢谢
很强，不错！",2017-10-04 20:56:51,3***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
"上来评论，感觉还不错的，外观也漂亮，挺不错的。物美价廉，喜欢，谢谢
很强，不错！",2017-10-04 20:53:36,3***0,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
商品还好，就是安装的时候收取备件费，各种接头管子，吊架收了350元。感觉收取费用不合理,2017-08-16 13:00:24,j***r,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器收到了，还没有安装，应该不错吧，谢谢送货小哥送货上门,2017-10-18 19:23:56,j***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
支持国产，大品牌、外观，质量，价位，都很到位，完美美美美、,2017-10-18 14:02:33,城***玺,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器收到了，快递很快，还没拆，师傅说装的时候再拆，不知怎么样，用过之后再来评价,2017-10-02 17:11:13,j***d,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),2017-10-17 12:40:17,郦***巴,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
正品，价格实惠，服务好，送货快，下午下的单，第二天就来了。,2017-10-16 17:55:34,3***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
东西不错       安装花了材料费168      可以的,2017-09-30 10:25:53,j***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
收到货物很快，还没有安装，快递师傅很给力，期待今后的使用效果，相信美的没错！！,2017-10-16 16:53:37,y***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
送货上 门服务态度很好。质量很好满意的质量不错很好都满意的,2017-10-15 14:21:06,7***梅,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
东西不错 送货师傅跟安装师傅态度非常好  特别是安装的师傅 等我下班等了两个小时,2017-09-30 07:26:57,w***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
美的电热水器，美观大方，经济实惠，省电好用。京东商城发货快速，安装到位。好极了。,2017-09-23 11:36:16,我心永恒750922,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
